ISO_code_alpha3,Country,New business density rate mean,Economic freedom index mean,new_business_density_mean_scaled,economic_freedom_index_mean_scaled,combined_score
PHL,Philippines,0.2813333333333333,59.809333333333335,0.010667730779462621,0.4442290245205872,0.22744837765002493
POL,Poland,1.0606666666666666,64.94066666666667,0.04176642724128757,0.5398878987857775,0.2908271630135325
PRT,Portugal,4.9766666666666675,64.16066666666667,0.1980313913274807,0.5253470539254067,0.3616892226264437
QAT,Qatar,3.930769230769231,68.75692307692307,0.15629565964761494,0.6110309659767174,0.38366331281216615
ROU,Romania,5.680666666666667,65.18599999999999,0.2261239691407289,0.5444614294769022,0.3852926993088156
RUS,Russian Federation,3.4686666666666666,53.156666666666666,0.13785581271614789,0.3202092887414091,0.22903255072877848
RWA,Rwanda,1.1066666666666667,62.38,0.04360202181431231,0.49215167219715894,0.2678768470057356
SAU,Saudi Arabia,0.4166666666666667,62.510666666666665,0.016068103218941206,0.4945875744130842,0.25532783881601273
SEN,Senegal,0.35933333333333334,56.486666666666665,0.013780260707635007,0.3822875110299143,0.19803388586877466
SGP,Singapore,7.9126666666666665,88.07266666666666,0.3151902101622771,0.9711171594397424,0.6431536848010098
SLE,Sierra Leone,0.24000000000000002,49.394615384615385,0.009018355945730248,0.2500767194477347,0.12954753769673247
SLV,El Salvador,0.5133333333333333,66.57,0.01992551210428305,0.5702621080496625,0.2950938100769728
SRB,Serbia,1.8241666666666667,60.074999999999996,0.07223330673051342,0.44918161142388413,0.2607074590771988
SUR,Suriname,1.3359999999999999,52.294,0.0527533918595371,0.3041273628872897,0.1784403773734134
SVK,Slovakia,4.676666666666667,67.77733333333333,0.1860601223729715,0.5927693474019115,0.3894147348874415
SVN,Slovenia,3.628,62.624,0.1442138866719872,0.4967003467432237,0.32045711670760546
SWE,Sweden,6.414000000000001,72.63066666666667,0.25538707102952907,0.6832457154219952,0.46931639322576213
SWZ,Eswatini,3.3426666666666667,58.514,0.13282787975525404,0.4200812795943477,0.27645457967480086
SYC,Seychelles,2.0483333333333333,56.649166666666666,0.08117850492152166,0.38531685370915814,0.2332476793153399
TGO,Togo,0.38833333333333336,50.3225,0.014937483373237562,0.2673744453972633,0.14115596438525044
THA,Thailand,0.9033333333333334,64.70266666666666,0.035488161745144985,0.5354510768924846,0.2854696193188148
TJK,Tajikistan,0.3261538461538462,53.91923076923077,0.012456258824973908,0.33442509170483514,0.17344067526490453
TON,Tonga,1.2950000000000002,57.998333333333335,0.05111731843575419,0.4104681654922139,0.23079274196398403
TTO,Trinidad and Tobago,4.155333333333333,64.08800000000001,0.16525671721202445,0.5239923940196117,0.34462455561581806
TUN,Tunisia,1.4942857142857144,57.96642857142857,0.059069661384106714,0.40987339344969553,0.23447152741690114
TWN,"Taiwan, Province of China",2.304666666666667,73.058,0.0914072891726523,0.6912121099138736,0.39130969954326295
TZA,"Tanzania, United Republic of",0.26692307692307693,57.889230769230764,0.01009270059549389,0.40843426362236246,0.20926348210892817
UGA,Uganda,0.7753846153846153,61.776153846153846,0.03038246669531585,0.4808947065015071,0.2556385865984115
UKR,Ukraine,1.115,48.44583333333333,0.043934557063048676,0.23238942122466222,0.13816198914385544
URY,Uruguay,2.1679999999999997,68.894,0.08595371109337588,0.613586368890049,0.34977003999171247
UZB,Uzbekistan,1.1046666666666667,49.42933333333333,0.043522213354615584,0.2507239352248859,0.14712307428975074
VCT,Saint Vincent and the Grenadines,2.5116666666666667,66.71249999999999,0.09966746475126362,0.5729186085529993,0.33629303665213145
VNM,Viet Nam,1.24,53.0,0.04892258579409416,0.31728869169680474,0.18310563874544944
VUT,Vanuatu,0.667,60.295,0.026057462090981642,0.4532828753588606,0.2396701687249211
WSM,Samoa,0.9791666666666666,60.732499999999995,0.03851423250864591,0.46143879795682474,0.24997651523273534
ZAF,South Africa,8.501538461538463,62.19461538461538,0.33868868561605986,0.4886957120281753,0.4136921988221176
ZMB,Zambia,1.014,57.044666666666664,0.03990422984836392,0.392689807737718,0.21629701879304097
ZWE,Zimbabwe,1.634,35.980000000000004,0.06464485235434955,0.0,0.032322426177174776
